cod-ca;ca;cod-prov;prov;ano;mes;form-soc;num-con;capt-suscr-con;capt-desem-con
17;La Rioja;26;Rioja, La;2022;10;SL;29;3687919;3687919
12;Galicia;27;Lugo;2022;10;SL;20;151858;151858
13;Comunidad de Madrid;28;Madrid;2022;10;SL;1647;56835717;56835717
01;Andalucía;29;Málaga;2022;10;SL;464;16849879;16849879
14;Región de Murcia;30;Murcia;2022;10;SL;167;2703852;2703852
15;C. Foral de Navarra;31;Navarra;2022;10;SL;53;1094058;1094058
12;Galicia;32;Ourense;2022;10;SL;18;271485;271485
03;Principado de Asturias;33;Asturias;2022;10;SL;73;1197936;1197936
07;Castilla y León;34;Palencia;2022;10;SL;12;52121;52121
05;Canarias;35;Palmas, Las;2022;10;SL;114;1794336;1794336
12;Galicia;36;Pontevedra;2022;10;SL;102;1816893;1816893
07;Castilla y León;37;Salamanca;2022;10;SL;22;146110;146110
05;Canarias;38;Santa Cruz de Tenerife;2022;10;SL;145;1628643;1628643
06;Cantabria;39;Cantabria;2022;10;SL;47;1948656;1948656
07;Castilla y León;40;Segovia;2022;10;SL;4;609200;609200
01;Andalucía;41;Sevilla;2022;10;SL;291;3197803;3197803
07;Castilla y León;42;Soria;2022;10;SL;6;765300;765300
09;Cataluña;43;Tarragona;2022;10;SL;92;1933503;1933503
02;Aragón;44;Teruel;2022;10;SL;6;115000;115000
08;Castilla-La Mancha;45;Toledo;2022;10;SL;59;517644;517644
10;Comunitat Valenciana;46;València / Valencia;2022;10;SL;434;5876707;5876707
07;Castilla y León;47;Valladolid;2022;10;SL;51;650720;650720
16;País Vasco;48;Bizkaia;2022;10;SL;167;2560348;2560348
07;Castilla y León;49;Zamora;2022;10;SL;9;62028;62028
02;Aragón;50;Zaragoza;2022;10;SL;97;2446287;2446287
18;Ceuta;51;Ceuta;2022;10;SL;10;30216;30216
19;Melilla;52;Melilla;2022;10;SL;5;34000;34000
16;País Vasco;01;Araba / Álava;2022;10;Otras;0;0;0
08;Castilla-La Mancha;02;Albacete;2022;10;Otras;0;0;0
10;Comunitat Valenciana;03;Alacant / Alicante;2022;10;Otras;0;0;0
01;Andalucía;04;Almería;2022;10;Otras;0;0;0
07;Castilla y León;05;Ávila;2022;10;Otras;0;0;0
11;Extremadura;06;Badajoz;2022;10;Otras;0;0;0
04;Illes Balears;07;Illes Balears;2022;10;Otras;2;0;0
09;Cataluña;08;Barcelona;2022;10;Otras;18;135000;135000
07;Castilla y León;09;Burgos;2022;10;Otras;0;0;0
11;Extremadura;10;Cáceres;2022;10;Otras;0;0;0
01;Andalucía;11;Cádiz;2022;10;Otras;0;0;0
10;Comunitat Valenciana;12;Castelló / Castellón;2022;10;Otras;0;0;0
08;Castilla-La Mancha;13;Ciudad Real;2022;10;Otras;0;0;0
01;Andalucía;14;Córdoba;2022;10;Otras;0;0;0
12;Galicia;15;Coruña, A;2022;10;Otras;0;0;0
08;Castilla-La Mancha;16;Cuenca;2022;10;Otras;0;0;0
09;Cataluña;17;Girona;2022;10;Otras;1;600;600
01;Andalucía;18;Granada;2022;10;Otras;0;0;0
08;Castilla-La Mancha;19;Guadalajara;2022;10;Otras;0;0;0
16;País Vasco;20;Gipuzkoa;2022;10;Otras;0;0;0
01;Andalucía;21;Huelva;2022;10;Otras;1;1000;1000
02;Aragón;22;Huesca;2022;10;Otras;0;0;0
01;Andalucía;23;Jaén;2022;10;Otras;1;4000;4000
07;Castilla y León;24;León;2022;10;Otras;0;0;0
09;Cataluña;25;Lleida;2022;10;Otras;0;0;0
17;La Rioja;26;Rioja, La;2022;10;Otras;1;3000;3000
12;Galicia;27;Lugo;2022;10;Otras;0;0;0
13;Comunidad de Madrid;28;Madrid;2022;10;Otras;10;30400;30400
01;Andalucía;29;Málaga;2022;10;Otras;2;21000;21000
14;Región de Murcia;30;Murcia;2022;10;Otras;0;0;0
15;C. Foral de Navarra;31;Navarra;2022;10;Otras;0;0;0
12;Galicia;32;Ourense;2022;10;Otras;0;0;0
03;Principado de Asturias;33;Asturias;2022;10;Otras;0;0;0
07;Castilla y León;34;Palencia;2022;10;Otras;0;0;0
05;Canarias;35;Palmas, Las;2022;10;Otras;0;0;0
12;Galicia;36;Pontevedra;2022;10;Otras;0;0;0
07;Castilla y León;37;Salamanca;2022;10;Otras;0;0;0
05;Canarias;38;Santa Cruz de Tenerife;2022;10;Otras;2;3000;3000
06;Cantabria;39;Cantabria;2022;10;Otras;0;0;0
07;Castilla y León;40;Segovia;2022;10;Otras;0;0;0
01;Andalucía;41;Sevilla;2022;10;Otras;2;6000;6000
07;Castilla y León;42;Soria;2022;10;Otras;0;0;0
09;Cataluña;43;Tarragona;2022;10;Otras;0;0;0
02;Aragón;44;Teruel;2022;10;Otras;0;0;0
08;Castilla-La Mancha;45;Toledo;2022;10;Otras;1;0;0
10;Comunitat Valenciana;46;València / Valencia;2022;10;Otras;0;0;0
07;Castilla y León;47;Valladolid;2022;10;Otras;1;100;100
16;País Vasco;48;Bizkaia;2022;10;Otras;1;1650000;165000
07;Castilla y León;49;Zamora;2022;10;Otras;0;0;0
02;Aragón;50;Zaragoza;2022;10;Otras;0;0;0
18;Ceuta;51;Ceuta;2022;10;Otras;0;0;0
19;Melilla;52;Melilla;2022;10;Otras;0;0;0
16;País Vasco;01;Araba / Álava;2022;11;SA;0;0;0
08;Castilla-La Mancha;02;Albacete;2022;11;SA;0;0;0
10;Comunitat Valenciana;03;Alacant / Alicante;2022;11;SA;1;90000;22500
01;Andalucía;04;Almería;2022;11;SA;1;60000;60000
07;Castilla y León;05;Ávila;2022;11;SA;0;0;0
11;Extremadura;06;Badajoz;2022;11;SA;0;0;0
04;Illes Balears;07;Illes Balears;2022;11;SA;1;60000;15000
09;Cataluña;08;Barcelona;2022;11;SA;0;0;0
07;Castilla y León;09;Burgos;2022;11;SA;0;0;0
11;Extremadura;10;Cáceres;2022;11;SA;0;0;0
01;Andalucía;11;Cádiz;2022;11;SA;0;0;0
10;Comunitat Valenciana;12;Castelló / Castellón;2022;11;SA;2;120000;120000
08;Castilla-La Mancha;13;Ciudad Real;2022;11;SA;0;0;0
01;Andalucía;14;Córdoba;2022;11;SA;0;0;0
12;Galicia;15;Coruña, A;2022;11;SA;0;0;0
08;Castilla-La Mancha;16;Cuenca;2022;11;SA;0;0;0
09;Cataluña;17;Girona;2022;11;SA;1;60000;60000
01;Andalucía;18;Granada;2022;11;SA;1;60200;60200
08;Castilla-La Mancha;19;Guadalajara;2022;11;SA;0;0;0
16;País Vasco;20;Gipuzkoa;2022;11;SA;0;0;0
01;Andalucía;21;Huelva;2022;11;SA;0;0;0
02;Aragón;22;Huesca;2022;11;SA;0;0;0
01;Andalucía;23;Jaén;2022;11;SA;0;0;0
07;Castilla y León;24;León;2022;11;SA;0;0;0
09;Cataluña;25;Lleida;2022;11;SA;0;0;0
17;La Rioja;26;Rioja, La;2022;11;SA;0;0;0
12;Galicia;27;Lugo;2022;11;SA;0;0;0
13;Comunidad de Madrid;28;Madrid;2022;11;SA;21;15340147;13245038
01;Andalucía;29;Málaga;2022;11;SA;1;60000;60000
14;Región de Murcia;30;Murcia;2022;11;SA;2;176000;176000
15;C. Foral de Navarra;31;Navarra;2022;11;SA;1;60000;60000
12;Galicia;32;Ourense;2022;11;SA;1;60000;15000
03;Principado de Asturias;33;Asturias;2022;11;SA;0;0;0
07;Castilla y León;34;Palencia;2022;11;SA;0;0;0
05;Canarias;35;Palmas, Las;2022;11;SA;1;60000;60000
12;Galicia;36;Pontevedra;2022;11;SA;0;0;0
07;Castilla y León;37;Salamanca;2022;11;SA;0;0;0
05;Canarias;38;Santa Cruz de Tenerife;2022;11;SA;0;0;0
06;Cantabria;39;Cantabria;2022;11;SA;0;0;0
07;Castilla y León;40;Segovia;2022;11;SA;0;0;0
01;Andalucía;41;Sevilla;2022;11;SA;0;0;0
07;Castilla y León;42;Soria;2022;11;SA;0;0;0
09;Cataluña;43;Tarragona;2022;11;SA;0;0;0
02;Aragón;44;Teruel;2022;11;SA;0;0;0
08;Castilla-La Mancha;45;Toledo;2022;11;SA;0;0;0
10;Comunitat Valenciana;46;València / Valencia;2022;11;SA;3;1860000;960000
07;Castilla y León;47;Valladolid;2022;11;SA;0;0;0
16;País Vasco;48;Bizkaia;2022;11;SA;3;3061200;3061200
07;Castilla y León;49;Zamora;2022;11;SA;0;0;0
02;Aragón;50;Zaragoza;2022;11;SA;0;0;0
18;Ceuta;51;Ceuta;2022;11;SA;0;0;0
19;Melilla;52;Melilla;2022;11;SA;0;0;0
16;País Vasco;01;Araba / Álava;2022;11;SL;23;106814;106814
08;Castilla-La Mancha;02;Albacete;2022;11;SL;53;3779857;3779857
10;Comunitat Valenciana;03;Alacant / Alicante;2022;11;SL;438;12770523;12770523
01;Andalucía;04;Almería;2022;11;SL;100;4308436;4308436
07;Castilla y León;05;Ávila;2022;11;SL;15;110215;110215
11;Extremadura;06;Badajoz;2022;11;SL;62;967371;967371
04;Illes Balears;07;Illes Balears;2022;11;SL;293;5599855;5599855
09;Cataluña;08;Barcelona;2022;11;SL;1281;40126424;40126424
07;Castilla y León;09;Burgos;2022;11;SL;28;269766;269766
11;Extremadura;10;Cáceres;2022;11;SL;35;2276165;2276165
01;Andalucía;11;Cádiz;2022;11;SL;138;1001432;1001432
10;Comunitat Valenciana;12;Castelló / Castellón;2022;11;SL;109;1218319;1218319
08;Castilla-La Mancha;13;Ciudad Real;2022;11;SL;58;4924167;4924167
01;Andalucía;14;Córdoba;2022;11;SL;104;4602087;4602087
12;Galicia;15;Coruña, A;2022;11;SL;131;4154432;4154432
08;Castilla-La Mancha;16;Cuenca;2022;11;SL;18;238500;238500
09;Cataluña;17;Girona;2022;11;SL;114;7434170;7434170
01;Andalucía;18;Granada;2022;11;SL;126;3309442;3309442
08;Castilla-La Mancha;19;Guadalajara;2022;11;SL;31;270040;270040
16;País Vasco;20;Gipuzkoa;2022;11;SL;76;1195235;1195235
01;Andalucía;21;Huelva;2022;11;SL;54;1068836;1068836
02;Aragón;22;Huesca;2022;11;SL;24;11638941;11638941
01;Andalucía;23;Jaén;2022;11;SL;63;1118687;1118687
07;Castilla y León;24;León;2022;11;SL;34;2871942;2871942
09;Cataluña;25;Lleida;2022;11;SL;72;2137986;2137986
17;La Rioja;26;Rioja, La;2022;11;SL;25;2617751;2617751
12;Galicia;27;Lugo;2022;11;SL;22;213750;213750
13;Comunidad de Madrid;28;Madrid;2022;11;SL;2039;81519285;81519285
01;Andalucía;29;Málaga;2022;11;SL;614;17712986;17712986
14;Región de Murcia;30;Murcia;2022;11;SL;194;12506418;12506418
15;C. Foral de Navarra;31;Navarra;2022;11;SL;65;959534;959534
12;Galicia;32;Ourense;2022;11;SL;27;933651;933651
03;Principado de Asturias;33;Asturias;2022;11;SL;90;2436053;2436053
07;Castilla y León;34;Palencia;2022;11;SL;5;57000;57000
05;Canarias;35;Palmas, Las;2022;11;SL;169;1268670;1268670
12;Galicia;36;Pontevedra;2022;11;SL;136;3108985;3108985
07;Castilla y León;37;Salamanca;2022;11;SL;25;93506;93506
05;Canarias;38;Santa Cruz de Tenerife;2022;11;SL;156;4558028;4558028
06;Cantabria;39;Cantabria;2022;11;SL;61;957068;957068
07;Castilla y León;40;Segovia;2022;11;SL;20;314946;314946
01;Andalucía;41;Sevilla;2022;11;SL;388;31465378;31465378
07;Castilla y León;42;Soria;2022;11;SL;5;844864;844864
09;Cataluña;43;Tarragona;2022;11;SL;129;2017568;2017568
02;Aragón;44;Teruel;2022;11;SL;13;142272;142272
08;Castilla-La Mancha;45;Toledo;2022;11;SL;86;1017893;1017893
10;Comunitat Valenciana;46;València / Valencia;2022;11;SL;501;494749484;494749484
07;Castilla y León;47;Valladolid;2022;11;SL;52;383807;383807
16;País Vasco;48;Bizkaia;2022;11;SL;152;6629196;6629196
07;Castilla y León;49;Zamora;2022;11;SL;13;472013;472013
02;Aragón;50;Zaragoza;2022;11;SL;128;2516125;2516125
18;Ceuta;51;Ceuta;2022;11;SL;5;25189;25189
19;Melilla;52;Melilla;2022;11;SL;12;54600;54600
16;País Vasco;01;Araba / Álava;2022;11;Otras;0;0;0
08;Castilla-La Mancha;02;Albacete;2022;11;Otras;0;0;0
10;Comunitat Valenciana;03;Alacant / Alicante;2022;11;Otras;0;0;0
01;Andalucía;04;Almería;2022;11;Otras;0;0;0
07;Castilla y León;05;Ávila;2022;11;Otras;0;0;0
11;Extremadura;06;Badajoz;2022;11;Otras;0;0;0
04;Illes Balears;07;Illes Balears;2022;11;Otras;0;0;0
09;Cataluña;08;Barcelona;2022;11;Otras;11;18200;18200
07;Castilla y León;09;Burgos;2022;11;Otras;0;0;0
11;Extremadura;10;Cáceres;2022;11;Otras;0;0;0
01;Andalucía;11;Cádiz;2022;11;Otras;1;2000;2000
10;Comunitat Valenciana;12;Castelló / Castellón;2022;11;Otras;0;0;0
08;Castilla-La Mancha;13;Ciudad Real;2022;11;Otras;0;0;0
01;Andalucía;14;Córdoba;2022;11;Otras;0;0;0
12;Galicia;15;Coruña, A;2022;11;Otras;0;0;0
08;Castilla-La Mancha;16;Cuenca;2022;11;Otras;0;0;0
09;Cataluña;17;Girona;2022;11;Otras;2;3500;3500
01;Andalucía;18;Granada;2022;11;Otras;8;0;0
08;Castilla-La Mancha;19;Guadalajara;2022;11;Otras;0;0;0
16;País Vasco;20;Gipuzkoa;2022;11;Otras;0;0;0
01;Andalucía;21;Huelva;2022;11;Otras;0;0;0
02;Aragón;22;Huesca;2022;11;Otras;1;4000;4000
01;Andalucía;23;Jaén;2022;11;Otras;0;0;0
07;Castilla y León;24;León;2022;11;Otras;0;0;0
09;Cataluña;25;Lleida;2022;11;Otras;0;0;0
17;La Rioja;26;Rioja, La;2022;11;Otras;0;0;0
12;Galicia;27;Lugo;2022;11;Otras;0;0;0
13;Comunidad de Madrid;28;Madrid;2022;11;Otras;26;66000;21000
01;Andalucía;29;Málaga;2022;11;Otras;2;3600;3600
14;Región de Murcia;30;Murcia;2022;11;Otras;0;0;0
15;C. Foral de Navarra;31;Navarra;2022;11;Otras;0;0;0
12;Galicia;32;Ourense;2022;11;Otras;0;0;0
03;Principado de Asturias;33;Asturias;2022;11;Otras;0;0;0
07;Castilla y León;34;Palencia;2022;11;Otras;0;0;0
05;Canarias;35;Palmas, Las;2022;11;Otras;12;3500;3500
12;Galicia;36;Pontevedra;2022;11;Otras;0;0;0
07;Castilla y León;37;Salamanca;2022;11;Otras;0;0;0
05;Canarias;38;Santa Cruz de Tenerife;2022;11;Otras;74;8300;8300
06;Cantabria;39;Cantabria;2022;11;Otras;1;125300;125300
07;Castilla y León;40;Segovia;2022;11;Otras;0;0;0
01;Andalucía;41;Sevilla;2022;11;Otras;3;10000;10000
07;Castilla y León;42;Soria;2022;11;Otras;0;0;0
09;Cataluña;43;Tarragona;2022;11;Otras;0;0;0
02;Aragón;44;Teruel;2022;11;Otras;0;0;0
08;Castilla-La Mancha;45;Toledo;2022;11;Otras;0;0;0
10;Comunitat Valenciana;46;València / Valencia;2022;11;Otras;3;7000;7000
07;Castilla y León;47;Valladolid;2022;11;Otras;0;0;0
16;País Vasco;48;Bizkaia;2022;11;Otras;0;0;0
07;Castilla y León;49;Zamora;2022;11;Otras;1;10000;10000
02;Aragón;50;Zaragoza;2022;11;Otras;1;3006;3006
18;Ceuta;51;Ceuta;2022;11;Otras;0;0;0
19;Melilla;52;Melilla;2022;11;Otras;0;0;0
16;País Vasco;01;Araba / Álava;2022;12;SA;0;0;0
08;Castilla-La Mancha;02;Albacete;2022;12;SA;0;0;0
10;Comunitat Valenciana;03;Alacant / Alicante;2022;12;SA;0;0;0
01;Andalucía;04;Almería;2022;12;SA;0;0;0
07;Castilla y León;05;Ávila;2022;12;SA;0;0;0
11;Extremadura;06;Badajoz;2022;12;SA;0;0;0
04;Illes Balears;07;Illes Balears;2022;12;SA;1;60000;60000
09;Cataluña;08;Barcelona;2022;12;SA;3;1385000;485000
07;Castilla y León;09;Burgos;2022;12;SA;0;0;0
11;Extremadura;10;Cáceres;2022;12;SA;0;0;0
01;Andalucía;11;Cádiz;2022;12;SA;0;0;0
10;Comunitat Valenciana;12;Castelló / Castellón;2022;12;SA;0;0;0
08;Castilla-La Mancha;13;Ciudad Real;2022;12;SA;0;0;0
01;Andalucía;14;Córdoba;2022;12;SA;0;0;0
12;Galicia;15;Coruña, A;2022;12;SA;0;0;0
08;Castilla-La Mancha;16;Cuenca;2022;12;SA;0;0;0
09;Cataluña;17;Girona;2022;12;SA;0;0;0
01;Andalucía;18;Granada;2022;12;SA;0;0;0
08;Castilla-La Mancha;19;Guadalajara;2022;12;SA;0;0;0
16;País Vasco;20;Gipuzkoa;2022;12;SA;1;60000;60000
01;Andalucía;21;Huelva;2022;12;SA;0;0;0
02;Aragón;22;Huesca;2022;12;SA;0;0;0
01;Andalucía;23;Jaén;2022;12;SA;0;0;0
07;Castilla y León;24;León;2022;12;SA;0;0;0
09;Cataluña;25;Lleida;2022;12;SA;0;0;0
17;La Rioja;26;Rioja, La;2022;12;SA;0;0;0
12;Galicia;27;Lugo;2022;12;SA;0;0;0
13;Comunidad de Madrid;28;Madrid;2022;12;SA;27;21770002;12900002
01;Andalucía;29;Málaga;2022;12;SA;1;60000;60000
14;Región de Murcia;30;Murcia;2022;12;SA;1;500000;500000
15;C. Foral de Navarra;31;Navarra;2022;12;SA;0;0;0
12;Galicia;32;Ourense;2022;12;SA;0;0;0
03;Principado de Asturias;33;Asturias;2022;12;SA;0;0;0
07;Castilla y León;34;Palencia;2022;12;SA;0;0;0
05;Canarias;35;Palmas, Las;2022;12;SA;0;0;0
12;Galicia;36;Pontevedra;2022;12;SA;0;0;0
07;Castilla y León;37;Salamanca;2022;12;SA;0;0;0
05;Canarias;38;Santa Cruz de Tenerife;2022;12;SA;0;0;0
06;Cantabria;39;Cantabria;2022;12;SA;0;0;0
07;Castilla y León;40;Segovia;2022;12;SA;0;0;0
01;Andalucía;41;Sevilla;2022;12;SA;1;150000;150000
07;Castilla y León;42;Soria;2022;12;SA;0;0;0
09;Cataluña;43;Tarragona;2022;12;SA;0;0;0
02;Aragón;44;Teruel;2022;12;SA;0;0;0
08;Castilla-La Mancha;45;Toledo;2022;12;SA;0;0;0
10;Comunitat Valenciana;46;València / Valencia;2022;12;SA;1;60000;60000
07;Castilla y León;47;Valladolid;2022;12;SA;0;0;0
16;País Vasco;48;Bizkaia;2022;12;SA;1;900000;225000
07;Castilla y León;49;Zamora;2022;12;SA;0;0;0
02;Aragón;50;Zaragoza;2022;12;SA;1;100000;100000
18;Ceuta;51;Ceuta;2022;12;SA;0;0;0
19;Melilla;52;Melilla;2022;12;SA;0;0;0
16;País Vasco;01;Araba / Álava;2022;12;SL;25;194616;194616
08;Castilla-La Mancha;02;Albacete;2022;12;SL;51;604680;604680
10;Comunitat Valenciana;03;Alacant / Alicante;2022;12;SL;488;8677316;8677316
01;Andalucía;04;Almería;2022;12;SL;97;2755499;2755499
07;Castilla y León;05;Ávila;2022;12;SL;11;72736;72736
11;Extremadura;06;Badajoz;2022;12;SL;69;5204301;5204301
04;Illes Balears;07;Illes Balears;2022;12;SL;305;21825286;21825286
09;Cataluña;08;Barcelona;2022;12;SL;1157;50830636;50830636
07;Castilla y León;09;Burgos;2022;12;SL;32;839620;839620
11;Extremadura;10;Cáceres;2022;12;SL;25;304590;304590
01;Andalucía;11;Cádiz;2022;12;SL;146;4071800;4071800
10;Comunitat Valenciana;12;Castelló / Castellón;2022;12;SL;83;1574632;1574632
08;Castilla-La Mancha;13;Ciudad Real;2022;12;SL;58;1312607;1312607
01;Andalucía;14;Córdoba;2022;12;SL;107;6261965;6261965
12;Galicia;15;Coruña, A;2022;12;SL;126;5339329;5339329
08;Castilla-La Mancha;16;Cuenca;2022;12;SL;19;331698;331698
09;Cataluña;17;Girona;2022;12;SL;147;8445637;8445637
01;Andalucía;18;Granada;2022;12;SL;128;7057367;7057367
08;Castilla-La Mancha;19;Guadalajara;2022;12;SL;25;140353;140353
16;País Vasco;20;Gipuzkoa;2022;12;SL;101;1643931;1643931
01;Andalucía;21;Huelva;2022;12;SL;52;518494;518494
02;Aragón;22;Huesca;2022;12;SL;25;873216;873216
01;Andalucía;23;Jaén;2022;12;SL;43;194878;194878
07;Castilla y León;24;León;2022;12;SL;46;791135;791135
09;Cataluña;25;Lleida;2022;12;SL;52;1345793;1345793
17;La Rioja;26;Rioja, La;2022;12;SL;51;18977651;18977651
12;Galicia;27;Lugo;2022;12;SL;42;1224628;1224628
13;Comunidad de Madrid;28;Madrid;2022;12;SL;1871;103270393;103270393
01;Andalucía;29;Málaga;2022;12;SL;506;17275416;17275416
14;Región de Murcia;30;Murcia;2022;12;SL;218;39558056;39558056
15;C. Foral de Navarra;31;Navarra;2022;12;SL;73;1984747;1984747
12;Galicia;32;Ourense;2022;12;SL;36;874302;874302
03;Principado de Asturias;33;Asturias;2022;12;SL;88;2679607;2679607
07;Castilla y León;34;Palencia;2022;12;SL;15;398940;398940
05;Canarias;35;Palmas, Las;2022;12;SL;134;8512454;8512454
12;Galicia;36;Pontevedra;2022;12;SL;125;4477417;4477417
07;Castilla y León;37;Salamanca;2022;12;SL;49;10338316;10338316
05;Canarias;38;Santa Cruz de Tenerife;2022;12;SL;172;14452801;14452801
06;Cantabria;39;Cantabria;2022;12;SL;63;1730819;1730819
07;Castilla y León;40;Segovia;2022;12;SL;8;139000;139000
01;Andalucía;41;Sevilla;2022;12;SL;399;11111413;11111413
07;Castilla y León;42;Soria;2022;12;SL;12;605625;605625
09;Cataluña;43;Tarragona;2022;12;SL;100;3084636;3084636
02;Aragón;44;Teruel;2022;12;SL;17;494107;494107
08;Castilla-La Mancha;45;Toledo;2022;12;SL;86;1460823;1460823
10;Comunitat Valenciana;46;València / Valencia;2022;12;SL;478;108899500;108899500
07;Castilla y León;47;Valladolid;2022;12;SL;48;1647080;1647080
16;País Vasco;48;Bizkaia;2022;12;SL;161;23699942;23699942
07;Castilla y León;49;Zamora;2022;12;SL;18;88306;88306
02;Aragón;50;Zaragoza;2022;12;SL;118;7523753;7523753
18;Ceuta;51;Ceuta;2022;12;SL;9;41356;41356
19;Melilla;52;Melilla;2022;12;SL;10;433600;433600
16;País Vasco;01;Araba / Álava;2022;12;Otras;0;0;0
08;Castilla-La Mancha;02;Albacete;2022;12;Otras;0;0;0
10;Comunitat Valenciana;03;Alacant / Alicante;2022;12;Otras;0;0;0
01;Andalucía;04;Almería;2022;12;Otras;0;0;0
07;Castilla y León;05;Ávila;2022;12;Otras;0;0;0
11;Extremadura;06;Badajoz;2022;12;Otras;2;4403000;4403000
04;Illes Balears;07;Illes Balears;2022;12;Otras;0;0;0
09;Cataluña;08;Barcelona;2022;12;Otras;33;9900;8400
07;Castilla y León;09;Burgos;2022;12;Otras;0;0;0
11;Extremadura;10;Cáceres;2022;12;Otras;0;0;0
01;Andalucía;11;Cádiz;2022;12;Otras;1;100;100
10;Comunitat Valenciana;12;Castelló / Castellón;2022;12;Otras;2;1000;1000
08;Castilla-La Mancha;13;Ciudad Real;2022;12;Otras;0;0;0
01;Andalucía;14;Córdoba;2022;12;Otras;1;1000;1000
12;Galicia;15;Coruña, A;2022;12;Otras;0;0;0
08;Castilla-La Mancha;16;Cuenca;2022;12;Otras;0;0;0
09;Cataluña;17;Girona;2022;12;Otras;0;0;0
01;Andalucía;18;Granada;2022;12;Otras;2;0;0
08;Castilla-La Mancha;19;Guadalajara;2022;12;Otras;0;0;0
16;País Vasco;20;Gipuzkoa;2022;12;Otras;0;0;0
01;Andalucía;21;Huelva;2022;12;Otras;0;0;0
02;Aragón;22;Huesca;2022;12;Otras;0;0;0
01;Andalucía;23;Jaén;2022;12;Otras;1;12625;12625
07;Castilla y León;24;León;2022;12;Otras;0;0;0
09;Cataluña;25;Lleida;2022;12;Otras;1;200000;200000
17;La Rioja;26;Rioja, La;2022;12;Otras;0;0;0
12;Galicia;27;Lugo;2022;12;Otras;0;0;0
13;Comunidad de Madrid;28;Madrid;2022;12;Otras;30;924600;924600
01;Andalucía;29;Málaga;2022;12;Otras;1;44001;44001
14;Región de Murcia;30;Murcia;2022;12;Otras;0;0;0
15;C. Foral de Navarra;31;Navarra;2022;12;Otras;0;0;0
12;Galicia;32;Ourense;2022;12;Otras;0;0;0
03;Principado de Asturias;33;Asturias;2022;12;Otras;0;0;0
07;Castilla y León;34;Palencia;2022;12;Otras;0;0;0
05;Canarias;35;Palmas, Las;2022;12;Otras;3;7680;7680
12;Galicia;36;Pontevedra;2022;12;Otras;1;3000;3000
07;Castilla y León;37;Salamanca;2022;12;Otras;0;0;0
05;Canarias;38;Santa Cruz de Tenerife;2022;12;Otras;2;1396600;1396600
06;Cantabria;39;Cantabria;2022;12;Otras;1;10000;10000
07;Castilla y León;40;Segovia;2022;12;Otras;0;0;0
01;Andalucía;41;Sevilla;2022;12;Otras;2;800;800
07;Castilla y León;42;Soria;2022;12;Otras;0;0;0
09;Cataluña;43;Tarragona;2022;12;Otras;0;0;0
02;Aragón;44;Teruel;2022;12;Otras;0;0;0
08;Castilla-La Mancha;45;Toledo;2022;12;Otras;0;0;0
10;Comunitat Valenciana;46;València / Valencia;2022;12;Otras;3;1600;1600
07;Castilla y León;47;Valladolid;2022;12;Otras;0;0;0
16;País Vasco;48;Bizkaia;2022;12;Otras;5;40012;40012
07;Castilla y León;49;Zamora;2022;12;Otras;0;0;0
02;Aragón;50;Zaragoza;2022;12;Otras;0;0;0
18;Ceuta;51;Ceuta;2022;12;Otras;0;0;0
19;Melilla;52;Melilla;2022;12;Otras;0;0;0
16;País Vasco;01;Araba / Álava;2023;1;SA;0;0;0
08;Castilla-La Mancha;02;Albacete;2023;1;SA;0;0;0
10;Comunitat Valenciana;03;Alacant / Alicante;2023;1;SA;1;60000;60000
01;Andalucía;04;Almería;2023;1;SA;1;600000;600000
07;Castilla y León;05;Ávila;2023;1;SA;0;0;0
11;Extremadura;06;Badajoz;2023;1;SA;0;0;0
04;Illes Balears;07;Illes Balears;2023;1;SA;0;0;0
09;Cataluña;08;Barcelona;2023;1;SA;4;1595000;1595000
07;Castilla y León;09;Burgos;2023;1;SA;0;0;0
11;Extremadura;10;Cáceres;2023;1;SA;0;0;0
01;Andalucía;11;Cádiz;2023;1;SA;1;60000;15000
10;Comunitat Valenciana;12;Castelló / Castellón;2023;1;SA;0;0;0
08;Castilla-La Mancha;13;Ciudad Real;2023;1;SA;0;0;0
01;Andalucía;14;Córdoba;2023;1;SA;0;0;0
12;Galicia;15;Coruña, A;2023;1;SA;0;0;0
08;Castilla-La Mancha;16;Cuenca;2023;1;SA;0;0;0
09;Cataluña;17;Girona;2023;1;SA;0;0;0
01;Andalucía;18;Granada;2023;1;SA;1;60606;60606
08;Castilla-La Mancha;19;Guadalajara;2023;1;SA;0;0;0
16;País Vasco;20;Gipuzkoa;2023;1;SA;0;0;0
01;Andalucía;21;Huelva;2023;1;SA;0;0;0
02;Aragón;22;Huesca;2023;1;SA;0;0;0
01;Andalucía;23;Jaén;2023;1;SA;0;0;0
07;Castilla y León;24;León;2023;1;SA;0;0;0
09;Cataluña;25;Lleida;2023;1;SA;0;0;0
17;La Rioja;26;Rioja, La;2023;1;SA;0;0;0
12;Galicia;27;Lugo;2023;1;SA;0;0;0
13;Comunidad de Madrid;28;Madrid;2023;1;SA;11;7510004;4210001
01;Andalucía;29;Málaga;2023;1;SA;0;0;0
14;Región de Murcia;30;Murcia;2023;1;SA;2;172000;172000
15;C. Foral de Navarra;31;Navarra;2023;1;SA;0;0;0
12;Galicia;32;Ourense;2023;1;SA;0;0;0
03;Principado de Asturias;33;Asturias;2023;1;SA;0;0;0
07;Castilla y León;34;Palencia;2023;1;SA;0;0;0
